,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1245,1246,80,RL,6.172972078519893,20.640590109967253,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,1984,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,6.07328940298831,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,10.67510179086764,10.67510179086764,GasA,Ex,Y,SBrkr,12.498014018972166,11.252502530148577,0.0,13.970503069068581,0,0,3,1,3,1,TA,7,Typ,1,TA,BuiltIn,YearGroup6,Fin,2,10.15321458816539,TA,TA,Y,8.763534317352567,6.881187323763808,0.0,0.0,7.440766394665014,0.0,None,None,None,0.0,1,2007,WD,Abnorml,12.08954444723597
1246,1247,60,FV,5.831327892742091,19.06039951062208,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,11.354094166792635,11.354094166792635,GasA,Ex,Y,SBrkr,11.354094166792635,11.497236360857748,0.0,13.406985436532127,0,0,2,1,3,1,Gd,6,Typ,0,None,Attchd,YearGroup7,RFn,2,10.805463148214445,TA,TA,Y,0.0,5.172534928709971,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2006,New,Partial,12.136191879981927
1247,1248,80,RL,6.221929513551471,20.72055133787354,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,9.286967630227565,TA,TA,CBlock,TA,TA,Av,GLQ,10.463745203158789,Unf,0.0,10.132026289259763,12.15899103078299,GasA,TA,Y,SBrkr,12.219759857683576,0.0,0.0,12.219759857683576,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,YearGroup6,Unf,3,11.79385651815942,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2010,WD,Normal,12.042971193457888
1248,1249,75,RM,5.684506656824126,19.71220477890197,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,1917,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,9.17063676912744,Unf,0.0,9.812268655479881,11.278207325702041,OthW,Fa,N,SBrkr,12.482863374096516,11.904107164106826,0.0,14.272393891728257,0,0,1,1,3,1,TA,8,Typ,1,Gd,Detchd,YearGroup4,Unf,2,9.69122459677165,Fa,Fa,P,0.0,0.0,8.684972117808226,0.0,0.0,0.0,None,None,None,0.0,4,2008,WD,Normal,11.771443882099637
1249,1250,20,RL,5.684506656824126,18.598237927298484,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,10.439858799435372,Rec,6.574446614595114,8.567309925236039,11.756262399878192,GasA,TA,Y,SBrkr,12.091404736594225,0.0,0.0,12.091404736594225,0,0,1,0,3,1,TA,6,Typ,0,None,Attchd,YearGroup4,Unf,1,8.831513536945508,TA,TA,Y,0.0,6.221213632878419,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2007,WD,Normal,11.686887175419702
1250,1251,20,RL,6.512195594586373,20.31471635695964,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,12.303551331145187,Unf,0.0,12.249733539557493,14.35087784919821,GasA,Ex,Y,SBrkr,14.35087784919821,0.0,0.0,14.35087784919821,1,0,2,1,3,1,Ex,8,Typ,2,TA,Attchd,YearGroup5,Fin,2,10.38174777012446,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,4,2010,WD,Normal,12.404927602627597
1251,1252,120,RL,5.1982423171774075,15.637495741311811,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,7.659675454722643,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,13.107880136811872,13.107880136811872,GasA,Ex,Y,SBrkr,13.107880136811872,0.0,0.0,13.107880136811872,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,YearGroup7,RFn,2,10.158488106660393,TA,TA,Y,7.4550235803134814,4.792129643835174,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2006,WD,Normal,12.053801032483948
1252,1253,20,RL,5.744420430279228,19.817338927007327,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,10.322492140734994,Unf,0.0,9.41914552756971,11.718228468762483,GasA,TA,Y,SBrkr,11.749954255078423,0.0,0.0,11.749954255078423,1,0,1,0,3,1,TA,5,Typ,0,None,Attchd,YearGroup5,RFn,1,8.930417557876343,TA,TA,Y,4.6477085871174175,0.0,0.0,0.0,0.0,0.0,None,GdWo,Shed,10.74097393831022,11,2009,WD,Normal,11.775297421715827
1253,1254,60,RL,6.246372486557445,22.208488085940857,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,7,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,7.104296691279632,ALQ,12.211538234168557,4.792129643835174,12.62655737227633,GasA,TA,Y,SBrkr,13.334557535481979,10.9549553054922,0.0,14.435042476974072,1,0,2,1,3,1,Gd,9,Typ,2,Gd,Attchd,YearGroup6,RFn,2,10.362125484014028,TA,TA,Y,8.315257068972656,5.2483574728065365,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,7,2007,WD,Normal,12.591338447675579
1254,1255,60,RL,5.684506656824126,18.45436807033361,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,6.491069783799412,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,11.318183797820266,11.318183797820266,GasA,Ex,Y,SBrkr,11.368345492708144,11.818680333426093,0.0,13.601157000193943,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,YearGroup7,Fin,2,9.697398554008169,TA,TA,Y,7.848990272211784,7.15298821355506,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2008,WD,Normal,12.016128107502665
1255,1256,50,RM,5.42678077191518,18.06178179936772,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,LwQ,9.865134788128456,Unf,0.0,10.056650085160447,11.781373330676752,GasA,TA,Y,FuseA,12.007852393591367,9.764455971860276,0.0,13.026776567947474,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,YearGroup6,Unf,1,10.56205956952421,TA,TA,Y,0.0,0.0,0.0,0.0,7.020909424392293,0.0,None,None,None,0.0,11,2007,WD,Normal,11.755879486687116
1256,1257,20,RL,6.469749997220178,21.337803871217822,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,10.534293431937689,Gd,TA,PConc,Gd,TA,Gd,GLQ,12.910399284114215,Unf,0.0,11.038947685692156,14.160894616295455,GasA,Ex,Y,SBrkr,14.16246656706435,0.0,0.0,14.16246656706435,1,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,YearGroup7,Fin,2,11.113042599688864,TA,TA,Y,8.711412885510219,4.792129643835174,0.0,0.0,0.0,0.0,None,None,None,0.0,8,2008,WD,Normal,12.616528611893463
1257,1258,30,RL,5.559490358416789,16.518151243588775,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,11.718228468762483,11.718228468762483,GasA,Ex,Y,SBrkr,11.718228468762483,0.0,0.0,11.718228468762483,0,0,1,0,2,1,TA,4,Typ,0,None,None,None,None,0,0.0,None,None,Y,0.0,6.574446614595114,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2009,WD,Normal,11.511934974596555
1258,1259,80,RL,5.653921148278169,19.706844043033172,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,7.8971902791299975,Gd,TA,PConc,Gd,TA,Gd,GLQ,10.971129399749735,Unf,0.0,8.114592997374732,11.69262258528247,GasA,Ex,Y,SBrkr,12.562894319909493,0.0,0.0,12.562894319909493,1,0,2,0,2,1,Gd,5,Typ,0,None,Attchd,YearGroup7,Fin,2,9.715841640087826,TA,TA,Y,8.232627042257835,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2008,WD,Normal,12.154784614286667
1259,1260,20,RL,5.831327892742091,19.773617256241184,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,10.749651012129235,LwQ,9.939845154868248,3.340760310539712,12.27405882526201,GasA,Gd,Y,SBrkr,12.27405882526201,0.0,0.0,12.27405882526201,1,0,1,1,3,1,TA,6,Typ,0,None,Attchd,YearGroup5,Unf,2,10.06209830903299,TA,TA,Y,7.873203454932757,0.0,0.0,0.0,6.221213632878419,0.0,None,None,None,0.0,7,2008,WD,Normal,11.92504173829169
1260,1261,60,RL,6.246372486557445,23.725973790172166,Pave,None,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,11.64405894253928,11.64405894253928,GasA,Ex,Y,SBrkr,11.806292054368383,11.449076309777542,0.0,13.635848476319111,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,YearGroup7,Fin,2,10.282327831094337,TA,TA,Y,0.0,6.7135683558601436,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2009,WD,Normal,12.10625783509458
1261,1262,20,RL,6.221213632878419,19.71220477890197,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,10.292419534723528,Unf,0.0,10.496872282215678,12.263269450298049,GasA,Gd,Y,SBrkr,12.263269450298049,0.0,0.0,12.263269450298049,0,0,1,0,2,1,TA,5,Typ,0,None,Attchd,YearGroup5,Unf,1,9.308253470184335,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2009,WD,Normal,11.766799946849087
1262,1263,50,RL,5.80273872401839,20.347240908682487,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,12.406073076096677,12.406073076096677,GasA,Ex,Y,FuseA,12.406073076096677,11.085948006884667,0.0,13.835525131485651,1,0,1,0,5,1,TA,8,Min2,2,TA,Attchd,YearGroup5,Unf,1,9.05699595993719,TA,TA,Y,7.020909424392293,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,11,2009,WD,Normal,11.992266613576142
1263,1264,70,RL,5.684506656824126,21.100781408208817,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,11.382533288080934,11.382533288080934,GasA,Ex,Y,FuseA,12.290177871756853,11.382533288080934,0.0,13.896887111612605,0,0,1,0,3,1,TA,8,Typ,1,Gd,Detchd,YearGroup4,Unf,2,10.371952633774399,TA,TA,N,0.0,0.0,7.120635667155021,0.0,0.0,0.0,None,GdPrv,None,0.0,7,2007,WD,Normal,12.103491596905931
1264,1265,120,RH,4.697012078927853,16.518151243588775,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,8.746271288139047,Unf,0.0,12.495493621556072,13.107880136811872,GasA,Ex,Y,SBrkr,12.961383438999036,0.0,0.0,12.961383438999036,1,0,2,0,2,1,Gd,5,Typ,0,None,Attchd,YearGroup7,Fin,2,10.327475030923495,TA,TA,Y,7.397497957722461,5.914940018959451,0.0,0.0,0.0,0.0,None,None,None,0.0,8,2008,COD,Abnorml,12.10625783509458
1265,1266,160,FV,4.745132396064701,16.2298686932711,Pave,None,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,8.29484095560287,Gd,TA,PConc,Gd,TA,No,GLQ,10.00715768738887,Unf,0.0,8.520649910578081,11.113042599688864,GasA,Ex,Y,SBrkr,11.196706580510563,11.292802622125064,0.0,13.205653844855341,1,0,2,1,3,1,Gd,6,Typ,0,None,Detchd,YearGroup7,Unf,2,10.302477323271576,TA,TA,Y,0.0,4.697012078927853,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2006,WD,Normal,12.12215284831553
1266,1267,190,RM,5.684506656824126,19.921736451278687,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,11.907117258214457,11.907117258214457,GasA,TA,N,FuseF,12.022409670551795,11.907117258214457,0.0,14.005119864898186,0,0,1,1,4,2,TA,9,Typ,1,Gd,Detchd,YearGroup5,Unf,1,9.087756729969003,TA,TA,N,0.0,0.0,8.72889799237455,0.0,0.0,0.0,None,MnPrv,None,0.0,1,2007,WD,Normal,11.711784520403112
1267,1268,20,RL,6.426512698054021,21.00713448790185,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Stucco,CmentBd,None,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,14.185965540731983,14.185965540731983,GasA,Ex,Y,SBrkr,14.210866812259452,0.0,0.0,14.210866812259452,0,0,2,0,3,1,Ex,10,Typ,1,Gd,Attchd,YearGroup7,Fin,3,11.318183797820266,TA,TA,Y,7.397497957722461,6.1236810031695965,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2010,WD,Normal,12.843973993864076
1268,1269,50,RL,5.80273872401839,21.277825899770285,Pave,None,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,10.876956792114836,TA,Gd,CBlock,TA,TA,Mn,Rec,8.013883697367245,Unf,0.0,10.449436038330251,11.252502530148577,GasA,Ex,Y,SBrkr,14.132483878148479,13.26061219071665,0.0,15.95600172250881,0,0,3,1,4,1,Gd,11,Typ,2,Gd,BuiltIn,YearGroup6,Unf,3,12.164561577805966,TA,TA,Y,9.13326919615703,3.128238685769432,0.0,0.0,0.0,0.0,None,GdWo,None,0.0,5,2008,WD,Normal,12.850557278777309
1269,1270,50,RL,6.172972078519893,20.38097573577669,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,7.873203454932757,TA,TA,CBlock,TA,TA,No,BLQ,10.06209830903299,Unf,0.0,9.800389069029363,11.749954255078423,GasW,TA,Y,FuseA,11.749954255078423,10.950898606258738,0.0,13.350343856944352,0,0,1,1,3,1,TA,7,Typ,0,None,Attchd,YearGroup5,Unf,1,9.140782843836698,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,GdWo,None,0.0,7,2007,WD,Normal,11.87757552297847
1270,1271,40,RL,5.357203202420049,23.521344298574014,Pave,None,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Shed,WdShake,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,12.78301960596468,Unf,0.0,6.07328940298831,12.950363654675687,GasA,TA,Y,SBrkr,12.950363654675687,8.013883697367245,0.0,13.350343856944352,2,0,0,1,0,1,Gd,4,Typ,1,TA,Attchd,YearGroup6,Fin,2,10.679537594055967,TA,TA,Y,8.763534317352567,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,4,2010,WD,Normal,12.468440756144114
1271,1272,20,RL,6.159768979367088,19.525517941047585,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,13.280751000725765,13.280751000725765,GasA,Gd,Y,SBrkr,13.280751000725765,0.0,0.0,13.280751000725765,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,YearGroup5,RFn,2,10.072964688066048,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,8,2009,WD,Normal,12.132162346145595
1272,1273,20,RL,6.159768979367088,21.10417001800779,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,6.9168874400292815,TA,TA,CBlock,TA,TA,No,BLQ,10.56205956952421,LwQ,9.558415980517164,0.0,11.937067204936257,GasA,TA,Y,SBrkr,11.937067204936257,0.0,0.0,11.937067204936257,1,0,1,0,3,1,TA,5,Typ,0,None,Attchd,YearGroup5,Unf,1,8.930417557876343,TA,TA,Y,7.873203454932757,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,11,2006,WD,Normal,11.827743504053695
1273,1274,80,RL,7.0878471178719655,20.440680423684032,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,6.314734756825907,TA,TA,CBlock,TA,TA,Av,ALQ,11.219143434447734,Unf,0.0,9.025890350388508,12.1784472349028,GasA,Gd,Y,SBrkr,13.00511549054498,0.0,0.0,13.00511549054498,1,0,1,0,2,1,Ex,5,Typ,1,Gd,Basment,YearGroup5,RFn,1,9.118180873967548,TA,TA,Y,0.0,0.0,0.0,0.0,7.659675454722643,0.0,None,GdPrv,None,0.0,5,2008,WD,Normal,12.083910661257521
1274,1275,50,RL,5.460736201340262,17.505741027379894,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,10.995234059569448,10.995234059569448,GasA,Ex,Y,SBrkr,10.995234059569448,10.692806572760158,0.0,12.764431121777944,0,0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,YearGroup6,Unf,2,10.524981344043688,TA,TA,Y,8.530047046365183,0.0,6.244955797756471,0.0,0.0,0.0,None,None,None,0.0,11,2007,WD,Normal,11.842236406331555
1275,1276,90,RL,6.5538803774442425,20.381333337749545,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,10.594136149792712,TA,TA,CBlock,TA,TA,No,Rec,8.315257068972656,Unf,0.0,11.177886445230312,11.916130991886709,GasA,Gd,Y,FuseA,11.916130991886709,12.102765247125136,0.0,14.055628032763455,0,0,2,0,4,2,TA,10,Typ,0,None,Detchd,YearGroup4,Unf,2,9.715841640087826,TA,Fa,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2007,WD,Normal,11.827743504053695
1276,1277,60,RL,6.246372486557445,20.919018648391514,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,Gd,No,BLQ,10.710409619402425,Unf,0.0,7.184917181536692,11.234013204301133,GasA,TA,Y,SBrkr,11.278207325702041,10.991229546699314,0.0,13.086719485311962,0,1,1,1,3,1,TA,6,Typ,1,TA,Attchd,YearGroup6,Unf,2,10.256948546565363,TA,TA,Y,8.978566621047088,6.952063659629821,0.0,0.0,0.0,0.0,None,None,None,0.0,12,2009,WD,Normal,11.995357787034976
1277,1278,80,RL,6.221929513551471,22.289076397789295,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,9.452927961132147,TA,TA,CBlock,Gd,TA,Av,ALQ,10.410943347638753,Unf,0.0,12.52811325381343,13.644922232663887,GasA,Fa,Y,SBrkr,13.723797205387063,0.0,0.0,13.723797205387063,1,0,1,1,3,1,TA,7,Typ,1,Gd,Attchd,YearGroup5,RFn,2,10.169007130464756,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2009,WD,Normal,12.19552218463499
1278,1279,60,RL,6.098626104970388,19.65956798868494,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,11.521047611844585,Unf,0.0,9.207511306740143,12.467644497800004,GasA,Ex,Y,SBrkr,12.467644497800004,11.84024727689204,0.0,14.230975888194338,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,YearGroup7,RFn,2,10.639381842157233,TA,TA,Y,0.0,8.22211358542376,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2008,WD,Normal,12.37581963951765
1279,1280,50,C (all),5.684506656824126,18.7533959357533,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,11.139905219055976,11.139905219055976,GasA,TA,Y,FuseA,11.139905219055976,9.894095929689868,0.0,12.467644497800004,0,0,1,0,2,1,TA,6,Typ,0,None,Detchd,YearGroup6,RFn,2,10.410943347638753,TA,TA,Y,4.492017742920502,0.0,7.6727449866678565,0.0,0.0,0.0,None,None,None,0.0,4,2010,COD,Abnorml,11.133142723386813
1280,1281,20,RL,5.88741871045203,19.797148287880702,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,6.844946025203906,Gd,TA,PConc,Gd,TA,No,GLQ,11.46635963238347,Unf,0.0,11.456000850475936,13.445527362468184,GasA,Ex,Y,SBrkr,13.445527362468184,0.0,0.0,13.445527362468184,1,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,YearGroup7,RFn,2,10.487444346097531,TA,TA,Y,0.0,6.02174235239564,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2009,WD,Normal,12.33270970174018
1281,1282,20,RL,5.357203202420049,19.024162602601827,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,5.494161288893169,TA,TA,CBlock,Gd,TA,No,ALQ,12.271364745626231,Unf,0.0,8.6582707430638,12.89921557141071,GasA,TA,Y,SBrkr,12.96578155387519,0.0,0.0,12.96578155387519,1,0,2,0,2,1,TA,6,Typ,1,TA,Attchd,YearGroup6,Fin,2,10.189934126006927,Gd,Gd,Y,0.0,5.62289923231481,0.0,0.0,6.448232316019433,0.0,None,None,None,0.0,7,2006,WD,Normal,12.100717685412471
1282,1283,20,RL,5.7146689026506605,19.370189508251833,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,10.43025107968956,Rec,7.397497957722461,9.486313901150885,12.236142518909933,GasA,TA,Y,SBrkr,12.236142518909933,0.0,0.0,12.236142518909933,0,0,2,0,3,1,Gd,5,Typ,0,None,Detchd,YearGroup6,Unf,2,10.189934126006927,TA,TA,Y,0.0,0.0,0.0,0.0,8.930417557876343,0.0,None,None,None,0.0,9,2009,WD,Normal,11.921725007667265
1283,1284,90,RL,6.533131230124546,19.629040144053985,Pave,None,Reg,Low,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,11.867768587390184,11.867768587390184,GasA,TA,Y,SBrkr,11.867768587390184,11.867768587390184,0.0,13.896887111612605,0,0,2,2,4,2,TA,8,Typ,0,None,None,None,None,0,0.0,None,None,Y,7.15298821355506,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,4,2010,WD,Normal,11.842236406331555
